QAgNO3(%),Qpva(%),Qtsc(%),Qseed(%),Qtot(uL/min),Y
0.431029474362731,0.8143679723143578,0.806412766687572,0.053456684574484825,0.29793923161923885,0.81275696
0.8398779975250363,0.8143679723143578,0.806412766687572,0.053456684574484825,0.29793923161923885,0.7260613
0.431029474362731,0.6977758491411805,0.806412766687572,0.053456684574484825,0.29793923161923885,0.8269233
0.431029474362731,0.8143679723143578,0.603962441906333,0.053456684574484825,0.29793923161923885,0.7805453
0.431029474362731,0.8143679723143578,0.806412766687572,0.8062289599329233,0.29793923161923885,0.66992986
0.431029474362731,0.8143679723143578,0.806412766687572,0.053456684574484825,0.11465848237276077,0.7950053
0.8398779975250363,0.6977758491411805,0.603962441906333,0.8062289599329233,0.11465848237276077,0.54743725
0.5766977602615952,0.07273727655410767,0.12671355158090591,0.7522833682596684,0.7457003202289343,0.5465239
0.2984448065981269,0.07273727655410767,0.12671355158090591,0.7522833682596684,0.7457003202289343,0.7573472
0.5766977602615952,0.4172556269913912,0.12671355158090591,0.7522833682596684,0.7457003202289343,0.5224977
0.5766977602615952,0.07273727655410767,0.08438618388026953,0.7522833682596684,0.7457003202289343,0.5464997
0.5766977602615952,0.07273727655410767,0.12671355158090591,0.40009909961372614,0.7457003202289343,0.3079301
0.5766977602615952,0.07273727655410767,0.12671355158090591,0.7522833682596684,0.6939440863206983,0.5451942
0.2984448065981269,0.4172556269913912,0.08438618388026953,0.40009909961372614,0.6939440863206983,0.49337322
0.9865200370550156,0.6317491261288524,0.5390823865309358,0.2722346540540457,0.8059606282040477,0.45315295
0.21093901060521603,0.6317491261288524,0.5390823865309358,0.2722346540540457,0.8059606282040477,0.69262296
0.9865200370550156,0.9867958035320044,0.5390823865309358,0.2722346540540457,0.8059606282040477,0.42844278
0.9865200370550156,0.6317491261288524,0.39228251203894615,0.2722346540540457,0.8059606282040477,0.40785813
0.9865200370550156,0.6317491261288524,0.5390823865309358,0.22022110410034657,0.8059606282040477,0.52199024
0.9865200370550156,0.6317491261288524,0.5390823865309358,0.2722346540540457,0.8483650283887982,0.45757538
0.21093901060521603,0.9867958035320044,0.39228251203894615,0.22022110410034657,0.8483650283887982,0.6958777
0.005753978155553341,0.38816535007208586,0.39062596298754215,0.5333839245140553,0.23805082123726606,1.1441745
0.6773190014064312,0.38816535007208586,0.39062596298754215,0.5333839245140553,0.23805082123726606,0.473319
0.005753978155553341,0.1442655147984624,0.39062596298754215,0.5333839245140553,0.23805082123726606,1.1658883
0.005753978155553341,0.38816535007208586,0.9196127103641629,0.5333839245140553,0.23805082123726606,1.2561712
0.005753978155553341,0.38816535007208586,0.39062596298754215,0.5641103619709611,0.23805082123726606,1.1889387
0.005753978155553341,0.38816535007208586,0.39062596298754215,0.5333839245140553,0.4602413550019264,1.1458935
0.6773190014064312,0.1442655147984624,0.9196127103641629,0.5641103619709611,0.4602413550019264,0.65351284
0.1577065782621503,0.5357670793309808,0.007146450690925121,0.7282302109524608,0.07278124894946814,0.96119213
0.9765866044908762,0.5357670793309808,0.007146450690925121,0.7282302109524608,0.07278124894946814,0.63887024
0.1577065782621503,0.8424961697310209,0.007146450690925121,0.7282302109524608,0.07278124894946814,0.95053875
0.1577065782621503,0.5357670793309808,0.3127338234335184,0.7282302109524608,0.07278124894946814,0.9625519
0.1577065782621503,0.5357670793309808,0.007146450690925121,0.009946676902472973,0.07278124894946814,0.9981214
0.1577065782621503,0.5357670793309808,0.007146450690925121,0.7282302109524608,0.6134222988039255,0.9631199
0.9765866044908762,0.8424961697310209,0.3127338234335184,0.009946676902472973,0.6134222988039255,0.66843367
0.8346396181732416,0.29608979169279337,0.9368441104888916,0.4661823073402047,0.8750345250591636,0.49438226
0.3804517984390259,0.29608979169279337,0.9368441104888916,0.4661823073402047,0.8750345250591636,0.6256944
0.8346396181732416,0.06197976041585207,0.9368441104888916,0.4661823073402047,0.8750345250591636,0.51787317
0.8346396181732416,0.29608979169279337,0.8712205616757274,0.4661823073402047,0.8750345250591636,0.49414796
0.8346396181732416,0.29608979169279337,0.9368441104888916,0.6660498306155205,0.8750345250591636,0.715177
0.8346396181732416,0.29608979169279337,0.9368441104888916,0.4661823073402047,0.1951473718509078,0.4936046
0.3804517984390259,0.06197976041585207,0.8712205616757274,0.6660498306155205,0.1951473718509078,0.86896807
0.7285778550431132,0.9722927156835794,0.27203399036079645,0.9470704970881343,0.5652940217405558,0.24281317
0.10552523378282785,0.9722927156835794,0.27203399036079645,0.9470704970881343,0.5652940217405558,0.74327904
0.7285778550431132,0.5998841682448983,0.27203399036079645,0.9470704970881343,0.5652940217405558,0.26667768
0.7285778550431132,0.9722927156835794,0.6835743635892868,0.9470704970881343,0.5652940217405558,0.35003817
0.7285778550431132,0.9722927156835794,0.27203399036079645,0.9553023530170321,0.5652940217405558,0.23962384
0.7285778550431132,0.9722927156835794,0.27203399036079645,0.9470704970881343,0.34956449922174215,0.25889868
0.10552523378282785,0.5998841682448983,0.6835743635892868,0.9553023530170321,0.34956449922174215,0.8872647
0.27907660230994225,0.22675600834190845,0.6704917270690203,0.24721935484558344,0.38312640227377415,0.69353276
0.5015781996771693,0.22675600834190845,0.6704917270690203,0.24721935484558344,0.38312640227377415,0.4965313
0.27907660230994225,0.25735769607126713,0.6704917270690203,0.24721935484558344,0.38312640227377415,0.68936926
0.27907660230994225,0.22675600834190845,0.13271568063646555,0.24721935484558344,0.38312640227377415,0.5881085
0.27907660230994225,0.22675600834190845,0.6704917270690203,0.3614397943019867,0.38312640227377415,0.6293788
0.27907660230994225,0.22675600834190845,0.6704917270690203,0.24721935484558344,0.9590013567358255,0.6912663
0.5015781996771693,0.25735769607126713,0.13271568063646555,0.3614397943019867,0.9590013567358255,0.32052308
0.3611543532460928,0.7449273290112615,0.32435300946235657,0.41723012272268534,0.6638027643784881,0.46513945
0.7057998171076179,0.7449273290112615,0.32435300946235657,0.41723012272268534,0.6638027643784881,0.2945376
0.3611543532460928,0.7621658938005567,0.32435300946235657,0.41723012272268534,0.6638027643784881,0.4629323
0.3611543532460928,0.7449273290112615,0.262478843331337,0.41723012272268534,0.6638027643784881,0.46399665
0.3611543532460928,0.7449273290112615,0.32435300946235657,0.07012679893523455,0.6638027643784881,0.7368808
0.3611543532460928,0.7449273290112615,0.32435300946235657,0.41723012272268534,0.42313301376998425,0.4863158
0.7057998171076179,0.7621658938005567,0.262478843331337,0.07012679893523455,0.42313301376998425,0.58410525
0.6308761173859239,0.48570327926427126,0.7384272245690227,0.6560881836339831,0.3566505825147033,0.71794266
0.1867001997306943,0.48570327926427126,0.7384272245690227,0.6560881836339831,0.3566505825147033,1.0871689
0.6308761173859239,0.10713948123157024,0.7384272245690227,0.6560881836339831,0.3566505825147033,0.7328364
0.6308761173859239,0.48570327926427126,0.7977112019434571,0.6560881836339831,0.3566505825147033,0.72041667
0.6308761173859239,0.48570327926427126,0.7384272245690227,0.7264740522950888,0.3566505825147033,0.68117
0.6308761173859239,0.48570327926427126,0.7384272245690227,0.6560881836339831,0.7526608733460307,0.6958632
0.1867001997306943,0.10713948123157024,0.7977112019434571,0.7264740522950888,0.7526608733460307,1.0456846
0.8073729127645493,0.810358664020896,0.0916833896189928,0.1360155427828431,0.1717554945498705,0.5025821
0.33467746898531914,0.810358664020896,0.0916833896189928,0.1360155427828431,0.1717554945498705,0.6868383
0.8073729127645493,0.5513093266636133,0.0916833896189928,0.1360155427828431,0.1717554945498705,0.51093364
0.8073729127645493,0.810358664020896,0.7412142995744944,0.1360155427828431,0.1717554945498705,0.6166539
0.8073729127645493,0.810358664020896,0.0916833896189928,0.9061083840206265,0.1717554945498705,0.2984901
0.8073729127645493,0.810358664020896,0.0916833896189928,0.1360155427828431,0.6568336812779307,0.49342787
0.33467746898531914,0.5513093266636133,0.7412142995744944,0.9061083840206265,0.6568336812779307,0.59601563
0.20059929694980383,0.05308772437274456,0.9745148131623864,0.937181050889194,0.8490544874221087,0.7519455
0.8077651467174292,0.05308772437274456,0.9745148131623864,0.937181050889194,0.8490544874221087,0.40592384
0.20059929694980383,0.33329250011593103,0.9745148131623864,0.937181050889194,0.8490544874221087,0.7261394
0.20059929694980383,0.05308772437274456,0.1983512071892619,0.937181050889194,0.8490544874221087,0.63448924
0.20059929694980383,0.05308772437274456,0.9745148131623864,0.312490014359355,0.8490544874221087,0.7470919
0.20059929694980383,0.05308772437274456,0.9745148131623864,0.937181050889194,0.018956391140818596,0.7415768
0.8077651467174292,0.33329250011593103,0.1983512071892619,0.312490014359355,0.018956391140818596,0.24743915
0.103456218726933,0.9057911522686481,0.6120226457715034,0.8634878508746624,0.9650048147886992,0.93363696
0.6002941727638245,0.9057911522686481,0.6120226457715034,0.8634878508746624,0.9650048147886992,0.44679815
0.103456218726933,0.6487108338624239,0.6120226457715034,0.8634878508746624,0.9650048147886992,0.95917064
0.103456218726933,0.9057911522686481,0.5376555286347866,0.8634878508746624,0.9650048147886992,0.89607614
0.103456218726933,0.9057911522686481,0.6120226457715034,0.8637245036661625,0.9650048147886992,0.933287
0.103456218726933,0.9057911522686481,0.6120226457715034,0.8634878508746624,0.9218910746276379,0.9301673
0.6002941727638245,0.6487108338624239,0.5376555286347866,0.8637245036661625,0.9218910746276379,0.43095142
0.9044436905533075,0.14461420103907585,0.44794998597353697,0.06334644369781017,0.02211044542491436,0.637371
0.01086803711950779,0.14461420103907585,0.44794998597353697,0.06334644369781017,0.02211044542491436,1.2485116
0.9044436905533075,0.4936806047335267,0.44794998597353697,0.06334644369781017,0.02211044542491436,0.626692
0.9044436905533075,0.14461420103907585,0.02595279086381197,0.06334644369781017,0.02211044542491436,0.6227201
0.9044436905533075,0.14461420103907585,0.44794998597353697,0.4573505511507392,0.02211044542491436,0.41474736
0.9044436905533075,0.14461420103907585,0.44794998597353697,0.06334644369781017,0.25386227760463953,0.65595126
0.01086803711950779,0.4936806047335267,0.02595279086381197,0.4573505511507392,0.25386227760463953,1.0191382
0.5338054923340678,0.586453034542501,0.8471351061016321,0.5823359452188015,0.4574641836807132,0.7195465
0.47141687851399183,0.586453034542501,0.8471351061016321,0.5823359452188015,0.4574641836807132,0.75587434
0.5338054923340678,0.9069557012990117,0.8471351061016321,0.5823359452188015,0.4574641836807132,0.69700986
0.5338054923340678,0.586453034542501,0.4660970475524664,0.5823359452188015,0.4574641836807132,0.62191504
0.5338054923340678,0.586453034542501,0.8471351061016321,0.16834073886275291,0.4574641836807132,0.62165207
0.5338054923340678,0.586453034542501,0.8471351061016321,0.5823359452188015,0.15803890023380518,0.70892197
0.47141687851399183,0.9069557012990117,0.4660970475524664,0.16834073886275291,0.15803890023380518,0.5271873
0.45829763635993004,0.33113547321408987,0.2143023693934083,0.3443759214133024,0.5302709890529513,0.32894778
0.8898024940863252,0.33113547321408987,0.2143023693934083,0.3443759214133024,0.5302709890529513,0.28383398
0.45829763635993004,0.18893506191670895,0.2143023693934083,0.3443759214133024,0.5302709890529513,0.34514523
0.45829763635993004,0.33113547321408987,0.9700507959350944,0.3443759214133024,0.5302709890529513,0.4463427
0.45829763635993004,0.33113547321408987,0.2143023693934083,0.5119858151301742,0.5302709890529513,0.5158948
0.45829763635993004,0.33113547321408987,0.2143023693934083,0.3443759214133024,0.5177182666957378,0.3303408
0.8898024940863252,0.18893506191670895,0.9700507959350944,0.5119858151301742,0.5177182666957378,0.60576636
0.4725598059594631,0.622552590444684,0.7179032424464822,0.9763207659125328,0.21482593659311533,0.45963073
0.0443522147834301,0.622552590444684,0.7179032424464822,0.9763207659125328,0.21482593659311533,0.9832689
0.4725598059594631,0.38893416337668896,0.7179032424464822,0.9763207659125328,0.21482593659311533,0.4343722
0.4725598059594631,0.622552590444684,0.48229793831706047,0.9763207659125328,0.21482593659311533,0.37225604
0.4725598059594631,0.622552590444684,0.7179032424464822,0.7023907294496894,0.21482593659311533,0.77748144
0.4725598059594631,0.622552590444684,0.7179032424464822,0.9763207659125328,0.24033188167959452,0.46228403
0.0443522147834301,0.38893416337668896,0.48229793831706047,0.7023907294496894,0.24033188167959452,1.1911397
0.5197168318554759,0.36613614298403263,0.35073639638721943,0.20622030831873417,0.7670495891943574,0.4124273
0.563453009352088,0.36613614298403263,0.35073639638721943,0.20622030831873417,0.7670495891943574,0.39166063
0.5197168318554759,0.7339021908119321,0.35073639638721943,0.20622030831873417,0.7670495891943574,0.43391895
0.5197168318554759,0.36613614298403263,0.9548491137102246,0.20622030831873417,0.7670495891943574,0.52730906
0.5197168318554759,0.36613614298403263,0.35073639638721943,0.10849002376198769,0.7670495891943574,0.56287146
0.5197168318554759,0.36613614298403263,0.35073639638721943,0.20622030831873417,0.5682745017111301,0.4171623
0.563453009352088,0.7339021908119321,0.9548491137102246,0.10849002376198769,0.5682745017111301,0.6832131
0.9145934972912073,0.9321250701323152,0.9520395575091243,0.6950429454445839,0.7066653035581112,0.724996
0.9154137065634131,0.9321250701323152,0.9520395575091243,0.6950429454445839,0.7066653035581112,0.7254611
0.9145934972912073,0.17844998929649591,0.9520395575091243,0.6950429454445839,0.7066653035581112,0.7431642
0.9145934972912073,0.9321250701323152,0.521576439961791,0.6950429454445839,0.7066653035581112,0.6493342
0.9145934972912073,0.9321250701323152,0.9520395575091243,0.27262190636247396,0.7066653035581112,0.43958497
0.9145934972912073,0.9321250701323152,0.9520395575091243,0.6950429454445839,0.9763537980616093,0.74719256
0.9154137065634131,0.17844998929649591,0.521576439961791,0.27262190636247396,0.9763537980616093,0.40475315
0.09312873054295778,0.17375551257282495,0.11611180007457733,0.48761984147131443,0.2745903693139553,0.93402994
0.44232672918587923,0.17375551257282495,0.11611180007457733,0.48761984147131443,0.2745903693139553,0.51421154
0.09312873054295778,0.9604314509779215,0.11611180007457733,0.48761984147131443,0.2745903693139553,0.9154426
0.09312873054295778,0.17375551257282495,0.041032194159924984,0.48761984147131443,0.2745903693139553,0.93400246
0.09312873054295778,0.17375551257282495,0.11611180007457733,0.9287632070481777,0.2745903693139553,0.80446124
0.09312873054295778,0.17375551257282495,0.11611180007457733,0.48761984147131443,0.33224877063184977,0.93712413
0.44232672918587923,0.9604314509779215,0.041032194159924984,0.9287632070481777,0.33224877063184977,0.3691222
0.24586738552898169,0.7736506564542651,0.4704252118244767,0.30545364040881395,0.40665633976459503,0.59656125
0.14979554992169142,0.7736506564542651,0.4704252118244767,0.30545364040881395,0.40665633976459503,0.7294372
0.24586738552898169,0.025841974653303623,0.4704252118244767,0.30545364040881395,0.40665633976459503,0.60523826
0.24586738552898169,0.7736506564542651,0.6949154138565063,0.30545364040881395,0.40665633976459503,0.6853008
0.24586738552898169,0.7736506564542651,0.4704252118244767,0.49660063348710537,0.40665633976459503,0.74776167
0.24586738552898169,0.7736506564542651,0.4704252118244767,0.30545364040881395,0.7415332598611712,0.57509845
0.14979554992169142,0.025841974653303623,0.6949154138565063,0.49660063348710537,0.7415332598611712,0.95659137
0.7617901712656021,0.019187587313354015,0.5875943247228861,0.5118527105078101,0.6043878048658371,0.52271265
0.7392252767458558,0.019187587313354015,0.5875943247228861,0.5118527105078101,0.6043878048658371,0.5202498
0.7617901712656021,0.8708138186484575,0.5875943247228861,0.5118527105078101,0.6043878048658371,0.5017304
0.7617901712656021,0.019187587313354015,0.24564977828413248,0.5118527105078101,0.6043878048658371,0.44640493
0.7617901712656021,0.019187587313354015,0.5875943247228861,0.8404670031741261,0.6043878048658371,0.4636321
0.7617901712656021,0.019187587313354015,0.5875943247228861,0.5118527105078101,0.06703259609639645,0.5197876
0.7392252767458558,0.8708138186484575,0.24564977828413248,0.8404670031741261,0.06703259609639645,0.36095423
0.6725203627720475,0.7179849594831467,0.23482644092291594,0.024113205261528492,0.9142522858455777,0.60368353
0.7787346541881561,0.7179849594831467,0.23482644092291594,0.024113205261528492,0.9142522858455777,0.6078642
0.6725203627720475,0.2837258633226156,0.23482644092291594,0.024113205261528492,0.9142522858455777,0.58471495
0.6725203627720475,0.7179849594831467,0.3089000079780817,0.024113205261528492,0.9142522858455777,0.6046291
0.6725203627720475,0.7179849594831467,0.23482644092291594,0.5357106011360884,0.9142522858455777,0.49510503
